title,authors,year,description,url,citations
"[BOOK][B] The dog: its behavior, nutrition, and health",LP Case,2023,"… , training, health care, and nutrition Now in its third edition, … behavior problems, diet and 
nutrition, and preventive health … , new information about pet foods and nutrition, and a review of …",https://books.google.com/books?hl=en&lr=&id=US2zEAAAQBAJ&oi=fnd&pg=PR12&dq=nutrition&ots=R1RrwQDX2v&sig=DoWLh_7VvgfFfdWri9Da2l0g8AQ,83
[BOOK][B] Mineral nutrition of livestock,N Suttle,2022,"The physiological functions; pathogenesis, clinical signs, diagnosis, treatment and prevention 
of copper deficiency disorders; sources; copper content in feeds and forage; requirements; …",https://www.cabidigitallibrary.org/doi/pdf/10.1079/9781789240924.0011,1929
[PDF][PDF] In brief to the state of food security and nutrition in the world 2022,UNICEF,2022,"… These policies have contributed to food security in terms of sufficient quantity of calories, 
but they are not effective in improving nutrition and health outcomes, including among …",https://ngfrepository.org.ng:8443/bitstream/123456789/5358/1/cc0640en.pdf,1215
[BOOK][B] Nutrition: concepts and controversies,"FS Sizer, EN Whitney",2022,"Alamance Community College is committed to providing equal educational opportunities for 
students with documented disabilities. Students who require disability services or …",https://alamancecc.simplesyllabus.com/api2/doc-pdf/kii3t9t6i/2024SU-BIO-155-01E-.pdf,728
[HTML][HTML] The importance of nutrition in pregnancy and lactation: lifelong consequences,"NE Marshall, B Abrams, LA Barbour, P Catalano",2022,"… Such a diet embodies nutritional density and is less likely to … nutritional supplementation 
(multiple micronutrients plus balanced protein energy) among women with inadequate nutrition …",https://www.sciencedirect.com/science/article/pii/S0002937821027289,553
Guidelines for the provision of nutrition support therapy in the adult critically ill patient: The American Society for Parenteral and Enteral Nutrition,"C Compher, AL Bingham, M McCall",2022,"… against specialized nutrition therapy in patients with low nutrition risk, in … nutrition risk. This 
was based on the theory that patients will differ in their need for nutrition based on nutrition …",https://aspenjournals.onlinelibrary.wiley.com/doi/abs/10.1002/jpen.2267,491
[BOOK][B] Enzymes in farm animal nutrition,"MR Bedford, GG Partridge, M Hruby, CL Walk",2022,"From alpha-galactosidases to xylanases, Enzymes in Farm Animal Nutrition provides a 
comprehensive guide to all aspects associated with enzyme-supplemented animal feeds. It …",https://books.google.com/books?hl=en&lr=&id=vUpkEAAAQBAJ&oi=fnd&pg=PR3&dq=nutrition&ots=9X-ZdJSbCE&sig=dXovVgmUnqykcmE_GcrPsXAGMnU,403
Nutrition in adolescent growth and development,"SA Norris, EA Frongillo, MM Black, Y Dong, C Fall",2022,"… the development of adolescent-responsive nutritional policies. One consequence has been 
… the role that nutrition plays. Through late childhood and early adolescence, nutrition has a …",https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(21)01590-7/fulltext,397
Under-nutrition among HIV-exposed uninfected children: a review of African perspective,"EI Obeagu, CB Okwuanaso",2022,"… Under-nutrition or inadequate nutrition in HIV-exposed … Child age is an important factor 
influencing the nutritional status of … of the factors influencing the nutritional status of children. Low …",https://journal.madonnauniversity.edu.ng/index.php/medicine/article/view/85,258
Sustaining protein nutrition through plant-based foods,"S Langyan, P Yadava, FN Khan, ZA Dar, R Singh",2022,"… nutritional quality of plant proteins. Therefore, the present review comprehensively explores 
the nutritional … and processing technologies, impacts on nutrition, different food wastes as an …",https://www.frontiersin.org/articles/10.3389/fnut.2021.772573/full,219
[BOOK][B] Pediatric nutrition in practice,"B Koletzko, ZA Bhutta, W Cai, MA Dhansay",2022,"… of adequate and balanced nutrition is of greater importance … quick guidance on the practice 
of nutrition of infants, children, … enhancing the standards of nutritional care in sick children. …",https://books.google.com/books?hl=en&lr=&id=qPokEQAAQBAJ&oi=fnd&pg=PP1&dq=nutrition&ots=pCoXc8gstp&sig=Usg95JBRzHsiOnNXkvgW9rxPDa4,189
Early stimulation and nutrition: the impacts of a scalable intervention,"O Attanasio, H Baker",2022,"Early childhood development is becoming the focus of policy worldwide. However, the evidence 
on the effectiveness of scalable models is scant, particularly when it comes to infants in …",https://academic.oup.com/jeea/article-abstract/20/4/1395/6516938,120
"[BOOK][B] Exercise physiology: nutrition, energy, and human performance","W McArdle, FI Katch, VL Katch",2022,"Selected as a Doody's Core Title for 2022! Lippincott® Connect Featured Title Purchase of 
the new print edition of this Lippincott® Connect title includes access to the digital version of …",https://books.google.com/books?hl=en&lr=&id=YaB1EAAAQBAJ&oi=fnd&pg=PT11&dq=nutrition&ots=K93kSTE2zv&sig=rQ7QzPFMnItBXC1lDQk1LZuoazk,118
Nutrition research: Concepts and applications,"KE Drummond, A Reyes, LS Goodell, NK Cooke",2022,"… nutrition and dietetics practice. Reading and evaluating research articles is a vital skill for 
nutrition … From teaching in didactic nutrition programs and dietetic internships, we saw a need …",https://books.google.com/books?hl=en&lr=&id=hxhoEAAAQBAJ&oi=fnd&pg=PP1&dq=nutrition&ots=60PwEUVCNS&sig=eMaXv4CoJp3bfvqtQFTjIJSwZac,71
[HTML][HTML] Applied nutritional investigation spatial variation and determinants of stunting among children aged less than 5 y in Ethiopia: A spatial and multilevel analysis …,"TT Tamir, MA Techane, MT Dessie, KA Atalell",2022,"Objectives Stunting is a major global public health problem, associated with physical and 
cognitive impairments. Spatial variations in childhood stunting were observed due to changes …",https://www.sciencedirect.com/science/article/pii/S089990072200199X,56
[BOOK][B] Fish nutrition,"RW Hardy, SJ Kaushik",2021,"… fish nutrition and production of the International Union of Nutritional Sciences, he was actively 
involved in fish nutrition … Joint research units on fish nutrition and also headed the hydrobi…",https://books.google.com/books?hl=en&lr=&id=CF8BEAAAQBAJ&oi=fnd&pg=PP1&dq=nutrition&ots=GOpdTMdmOn&sig=v8lwbbU6XPduApOiNgDUlb_X2HU,2233
ESPEN practical guideline: Clinical Nutrition in cancer,"M Muscaritoli, J Arends, P Bachmann, V Baracos",2021,"… If a decision has been made to feed a patient, we recommend EN if oral nutrition remains 
inadequate despite nutritional interventions (counseling, ONS), and PN if EN is not sufficient or …",https://www.sciencedirect.com/science/article/pii/S0261561421000790,1203
[BOOK][B] Amino acids: biochemistry and nutrition,G Wu,2021,"Following its predecessor, the second edition of Amino Acids: Biochemistry and Nutrition 
presents exhaustive coverage of amino acids in the nutrition, metabolism and health of humans …",https://www.taylorfrancis.com/books/mono/10.1201/9781003092742/amino-acids-guoyao-wu,789
National Health and Nutrition Examination Survey 2017–March 2020 prepandemic data files development of files and prevalence estimates for selected health …,"B Stierman, J Afful, MD Carroll, TC Chen, O Davy",2021,"https://www.cdc.gov/nchs/data/nhsr/nhsr158-508.pdf Background and objectives—In March 
2020, the coronavirus disease 2019 (COVID-19) pandemic halted National Health and …",https://stacks.cdc.gov/view/cdc/106273,788
ESPEN practical guideline: Clinical nutrition in surgery,"A Weimann, M Braga, F Carli, T Higashiguchi",2021,"… nutritional point of view, the key aspects of perioperative care include the integration of nutrition 
… surgery, the start of nutritional therapy immediately if a nutritional risk becomes apparent, …",https://www.sciencedirect.com/science/article/pii/S0261561421001783,609
The state of food security and nutrition in the world 2021,UNICEF,2021,"… the food security and nutrition indicators and the analysis of … global food security and nutrition 
situation. To understand … recent changes in food security and nutrition. These drivers, which …",https://www.sidalc.net/search/Record/dig-fao-it-20.500.14283-cb4474en/Description,533
The use of visceral proteins as nutrition markers: an ASPEN position paper,"DC Evans, MR Corkins, A Malone",2021,"… proteins and, thereby, thought to reflect nutrition status. The aim of this document … nutrition 
status; rather, they are associated with inflammation and, thereby, are a component of nutrition …",https://aspenjournals.onlinelibrary.wiley.com/doi/abs/10.1002/ncp.10588,437
"Magnesium: biochemistry, nutrition, detection, and social impact of diseases linked to its deficiency","D Fiorentini, C Cappadone, G Farruggia, C Prata",2021,"Magnesium plays an important role in many physiological functions. Habitually low intakes 
of magnesium and in general the deficiency of this micronutrient induce changes in …",https://www.mdpi.com/2072-6643/13/4/1136,400
[BOOK][B] Introduction to nutrition and metabolism,"DA Bender, SMC Cunningham",2021,"… Outlining the scientific basis behind nutritional requirements … evaluation of future advances 
in nutrition and health sciences. … in the fields of nutrition, dietetics, medicine and public health. …",https://www.taylorfrancis.com/books/mono/10.1201/9781003139157/introduction-nutrition-metabolism-david-bender-shauna-cunningham,393
UEFA expert group statement on nutrition in elite football. Current evidence to inform practical recommendations and guide future research,"J Collins, RJ Maughan, M Gleeson",2021,"… Nutrition plays a valuable integrated role in optimising … An evidence-based approach to 
nutrition emphasising, a ‘food … The science underpinning sports nutrition is evolving fast, and …",https://bjsm.bmj.com/content/55/8/416.abstract,328
[BOOK][B] Advanced sports nutrition,D Benardot,2021,"… Nutritional ergogenic aids are substances that can improve … This chapter highlights the 
nutritional ergogenic aids that may … This chapter reviews the nutritional strategies to follow for …",https://books.google.com/books?hl=en&lr=&id=qGnyDwAAQBAJ&oi=fnd&pg=PR1&dq=nutrition&ots=oe91z5Q9WK&sig=HEOdftzcUxa1_FBQhvHhsEjIV50,309
Rethinking crop nutrition in times of modern microbiology: innovative biofertilizer technologies,"EK Mitter, M Tosi, D Obregón, KE Dunfield",2021,"… Biofertilizers are living microbes that enhance plant nutrition by either by mobilizing or … 
functions in order to capitalize on plant nutrition in agroecosystems still remains a challenge. Here…",https://www.frontiersin.org/articles/10.3389/fsufs.2021.606815/full,292
[BOOK][B] Nutrition for foodservice and culinary professionals,"KE Drummond, LM Brefere",2021,"… nutrition research, culinary trends, ingredients, and planning menus to meet the diverse 
nutritional … to the fundamentals of nutrition and foods, including why nutrition is important, what …",https://books.google.com/books?hl=en&lr=&id=ZY9JEAAAQBAJ&oi=fnd&pg=PR7&dq=nutrition&ots=Nqorw5Tiy2&sig=IEcWu1YkhNav4_93lTq5vzdmLKY,292
Urban poverty and nutrition challenges associated with accessibility to a healthy diet: a global systematic literature review,M Vilar,2021,"… The articles were eligible if they focused on nutrition access (ie access to a healthy diet) 
or nutrition outcomes (ie, anemia, overweight and obesity, micronutrient deficiency, …",https://link.springer.com/article/10.1186/s12939-020-01330-0,255
"Adiponectin: Structure, physiological functions, role in diseases, and effects of nutrition","K Khoramipour, K Chamari, AA Hekmatikar, A Ziyaiyan",2021,"Adiponectin (a protein consisting of 244 amino acids and characterized by a molecular 
weight of 28 kDa) is a cytokine that is secreted from adipose tissues (adipokine). Available …",https://www.mdpi.com/2072-6643/13/4/1180,245
Effect of nutrition on neurodegenerative diseases. A systematic review,"VE Bianchi, PF Herrera, R Laura",2021,"… Although multifactorial interactions are evident, nutrition plays … Mediterranean diet (MeDiet), 
nutritional support, EPA and DHA, … This study aims to evaluate the impact of nutrition on the …",https://www.tandfonline.com/doi/abs/10.1080/1028415X.2019.1681088,227
Evaluation of nutrition risk and its association with mortality risk in severely and critically ill COVID‐19 patients,"X Zhao, Y Li, Y Ge, Y Shi, P Lv, J Zhang",2021,"… nutrition status of coronavirus disease 2019 patients is unknown. This study evaluates clinical 
and nutrition … investigates the relationship between nutrition risk and clinical outcomes. …",https://aspenjournals.onlinelibrary.wiley.com/doi/abs/10.1002/jpen.1953,185
Curcumin and its different forms: A review on fish nutrition,"M Alagawany, MR Farag, SA Abdelnour, MAO Dawood",2021,"… agents in animal nutrition. Curcumin has substantial … nutrition. Moreover, this review offers 
future perspectives on curcumin and its nanoparticles, and their applications in fish nutrition…",https://www.sciencedirect.com/science/article/pii/S0044848620331082,158
"[HTML][HTML] Perspective: the importance of water security for ensuring food security, good nutrition, and well-being","SL Young, EA Frongillo, Z Jamaluddine",2021,"… its early days in the field of nutrition. Given the prevalence and severity of … nutrition, we 
argue that water security deserves attention commensurate with its importance to human nutrition …",https://www.sciencedirect.com/science/article/pii/S2161831322001557,156
Youth athlete development and nutrition,B Desbrow,2021,"… understanding of the nutrition priorities for … nutrition supporting holistic athlete health is of 
utmost importance during this period. The responsibility for the provision of appropriate nutrition …",https://link.springer.com/article/10.1007/s40279-021-01534-6,113
Relationship between nutrition knowledge and dietary intake: an assessment among a sample of Italian adults,"ML Scalvedi, L Gennaro, A Saba, L Rossi",2021,"… nutrition knowledge provides useful information especially if coupled with the self-perception 
of nutrition … The objective of this study was to assess nutrition knowledge (NK) and its …",https://www.frontiersin.org/articles/10.3389/fnut.2021.714493/full,111
[HTML][HTML] Nutrition-sensitive agriculture: a systematic review of impact pathways to nutrition outcomes,"IK Sharma, S Di Prima, D Essink, JEW Broerse",2021,"… nutrition outcomes is limited, however. We thus synthesized study results regarding impact 
of NSA interventions on nutrition … stage from interventions to nutrition outcomes. We used …",https://www.sciencedirect.com/science/article/pii/S2161831322003787,107
The risk to child nutrition during and after COVID-19 pandemic: what to expect and how to respond,"J Ntambara, M Chu",2021,"Objective:The current study aimed to address the key areas of concern for child nutrition, 
both during and after the COVID-19 pandemic, and proposes strategic responses to reduce …",https://www.cambridge.org/core/journals/public-health-nutrition/article/risk-to-child-nutrition-during-and-after-covid19-pandemic-what-to-expect-and-how-to-respond/D97A309AEB7150B0D8E4356FA81317E5,85
Nutrition policy and healthy China 2030 building,"C Gao, J Xu, Y Liu, Y Yang",2021,"… point out direction to China’s nutrition policy improvement in the next decade. … s nutrition 
policy environment and governance, implementation and actions of a series of food and nutrition …",https://www.nature.com/articles/s41430-020-00765-6,64
The role of nutrition in Alzheimer's disease,"S Sliwinska, M Jeziorek",2021,"The aging population is a significant social, medical and economic problem due to increasing 
prevalence of chronic diseases in elderly population. Alzheimer's disease (AD) is the most …",https://agro.icm.edu.pl/agro/element/bwmeta1.element.agro-6ce137f5-c9aa-4568-8a6d-e3bc329524c6,62
Nutrition support for critically ill patients,"HM Al‐Dorzi, YM Arabi",2021,"… care nutrition and present the interplay of the pathophysiologic changes between nutrition, 
gastrointestinal tract, and critical illness. We also discuss the different nutrition approaches for …",https://aspenjournals.onlinelibrary.wiley.com/doi/abs/10.1002/jpen.2228,49
[BOOK][B] Modern nutrition in health and disease,"AC Ross, B Caballero, RJ Cousins, KL Tucker",2020,"… , offers coverage of nutrition's role in disease prevention, international nutrition issues, public 
… as it applies to nutrition, and areas of major scientific progress relating nutrition to disease. …",https://books.google.com/books?hl=en&lr=&id=9zZvEAAAQBAJ&oi=fnd&pg=PP1&dq=nutrition&ots=PpR-jKIj6f&sig=QJiSaqqs9o5H8KuzXlq7OTiVYT0,3502
"mTOR at the nexus of nutrition, growth, ageing and disease","GY Liu, DM Sabatini",2020,"The mTOR pathway integrates a diverse set of environmental cues, such as growth factor 
signals and nutritional status, to direct eukaryotic cell growth. Over the past two and a half …",https://www.nature.com/articles/s41580-019-0199-y,2244
KDOQI clinical practice guideline for nutrition in CKD: 2020 update,"TA Ikizler, JD Burrowes, LD Byham",2020,"… nutrition guideline, there has been a great accumulation of new evidence regarding the 
management of nutritional … primary areas: nutritional assessment, medical nutrition therapy (MNT)…",https://www.sciencedirect.com/science/article/pii/S0272638620307265,1660
Dynamics of the double burden of malnutrition and the changing nutrition reality,"BM Popkin, C Corvalan, LM Grummer",2020,"The double burden of malnutrition (DBM), defined as the simultaneous manifestation of both 
undernutrition and overweight and obesity, affects most low-income and middle-income …",https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(19)32497-3/abstract,1520
"European society paediatric gastroenterology, hepatology and nutrition guidelines for diagnosing coeliac disease 2020","S Husby, S Koletzko, I Korponay",2020,"Objectives: The ESPGHAN 2012 coeliac disease (CD) diagnostic guidelines aimed to guide 
physicians in accurately diagnosing CD and permit omission of duodenal biopsies in …","https://journals.lww.com/jpgn/FullText/2020/01000/European_Society_Paediatric_Gastroenterology,.24.aspx",1140
Strengthening the immune system and reducing inflammation and oxidative stress through diet and nutrition: considerations during the COVID-19 crisis,"M Iddir, A Brito, G Dingeo, SS Fernandez Del Campo",2020,"… nutritional deficiencies and promoting adequate nutritional … Our work was prepared with a 
focus on nutritional … obtainment of the beneficial nutritional and dietary constituents through the …",https://www.mdpi.com/2072-6643/12/6/1562,976
Nutrition amid the COVID-19 pandemic: a multi-level framework for action,"F Naja, R Hamadeh",2020,"… Optimal nutrition and dietary intake is a resource that … for action to maintain optimal nutrition 
at the individual, community, … that drives most of the nutrition and dietary recommendations to …",https://www.nature.com/articles/s41430-020-0634-3,793
The impact of nutrition on COVID-19 susceptibility and long-term consequences,"MJ Butler, RM Barrientos",2020,"While all groups are affected by the COVID-19 pandemic, the elderly, underrepresented 
minorities, and those with underlying medical conditions are at the greatest risk. The high rate of …",https://www.sciencedirect.com/science/article/pii/S0889159120305377,790
Nutritional recommendations for CoVID-19 quarantine,"G Muscogiuri, L Barrea, S Savastano",2020,"… take care of nutritional habits, following a healthy and balanced nutritional pattern containing 
a … In conclusion, due to the quarantine-related situational stress-eating, nutrition becomes a …",https://www.nature.com/articles/s41430-020-0635-2,765
"[HTML][HTML] Nutrition, immunity and COVID-19",PC Calder,2020,"The immune system protects the host from pathogenic organisms (bacteria, viruses, fungi, 
parasites). To deal with this array of threats, the immune system has evolved to include a …",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7295866/,678
"[BOOK][B] Traditional plant foods of Canadian indigenous peoples: nutrition, botany and use","H Kuhnlein, N Turner",2020,"First published in 1991, Traditional Plant Foods of Canadian Indigenous Peoples details the 
nutritional properties, botanical characteristics and ethnic uses of a wide variety of …",https://www.taylorfrancis.com/books/mono/10.4324/9781003054689/traditional-plant-foods-canadian-indigenous-peoples-harriet-kuhnlein-nancy-turner,534
Bacillus species in soil as a natural resource for plant health and nutrition,"AK Saxena, M Kumar, H Chakdar",2020,"The genus Bacillus is one of the predominant bacterial genera found in soil, and several 
species of this genus have been reported from diverse ecological niches. Endowed with …",https://academic.oup.com/jambio/article-abstract/128/6/1583/6718525,487
Food and mood: how do diet and nutrition affect mental wellbeing?,"J Firth, JE Gangwisch, A Borsini, RE Wootton",2020,"… In recent years, the relationships bet ween nutrition and mental health have gained 
considerable interest. Indeed, epidemiological research has observed that adherence to …",https://www.bmj.com/content/369/bmj.m2382.short,463
"National Health and Nutrition Examination Survey, 2015− 2018: sample design and estimation procedures","TC Chen, J Clark, MK Riddles, LK Mohadjer",2020,"Background: The purpose of the National Health and Nutrition Examination Survey (NHANES) 
is to produce national estimates representative of the total noninstitutionalized civilian US …",https://stacks.cdc.gov/view/cdc/88305,458
The Seed of Industrial Hemp (Cannabis sativa L.): Nutritional Quality and Potential Functionality for Human Health and Nutrition,"B Farinon, R Molinari, L Costantini, N Merendino",2020,"… production due to their high nutritional value and functional features. The goal of this review 
is to examine the scientific literature concerning the nutritional and functional properties of …",https://www.mdpi.com/2072-6643/12/7/1935,453
The dataset nutrition label,"S Holland, A Hosny, S Newman, J Joseph",2020,"… As a proposed solution, we introduce a dataset nutrition label, a diagnostic framework to … 
We begin with a review of related work, largely drawing from the fields of nutrition and privacy, …",https://books.google.com/books?hl=en&lr=&id=F2HRDwAAQBAJ&oi=fnd&pg=PA1&dq=nutrition&ots=nCFJ6Nvosu&sig=hpPiyBQ1R2rGe-riNudPoTF5Pac,398
ESPEN practical guideline: Clinical Nutrition in inflammatory bowel disease,"SC Bischoff, J Escher, X Hébuterne, S Kłęk, Z Krznaric",2020,"… The purpose of the present practical guideline is to provide an easy-to-use tool to guide 
nutritional support and primary nutritional therapy in inflammatory bowel disease (IBD). The …",https://www.sciencedirect.com/science/article/pii/S0261561419331280,392
[HTML][HTML] How Nutrition can help to fight against COVID-19 Pandemic,"F Aman, S Masood",2020,"… Optimal nutrition and dietary nutrient intake impact the immune system, therefore … nutrition 
to boost immunity and gives some professional and authentic dietary guidelines about nutrition …",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7306972/,379
ESPEN guideline on home enteral nutrition,"SC Bischoff, P Austin, K Boeykens, M Chourdakis",2020,"… The specific nutritional requirements for these diseases are described in detail in other 
recently published ESPEN guidelines (see ESPEN website and Clinical Nutrition journal). The …",https://www.sciencedirect.com/science/article/pii/S0261561419301980,374
ESPEN practical guideline: Clinical nutrition in liver disease,"SC Bischoff, W Bernal, S Dasarathy, M Merli, LD Plank",2020,"… presented with short commentaries for the nutritional and metabolic management of patients 
… nutritional status in liver patients and on liver complications associated with medical nutrition…",https://www.sciencedirect.com/science/article/pii/S026156142030457X,367
Early nutritional supplementation in non-critically ill patients hospitalized for the 2019 novel coronavirus disease (COVID-19): Rationale and feasibility of a shared …,"R Caccialanza, A Laviano, F Lobascio, E Montagna",2020,"… Considering the deleterious consequences of malnutrition, which certainly can affect patients 
with COVID-19, the aim of this article is to present a pragmatic protocol for early nutritional …",https://www.sciencedirect.com/science/article/pii/S0899900720301180,356
Trace elements in human nutrition (II)–an update,A Mehri,2020,"… were from patients receiving parenteral nutrition.[ 10 ] Studies have indicated that in diabetic 
patients receiving chronic total parenteral nutrition, human chromium deficiency has been …",https://journals.lww.com/ijom/fulltext/2020/11000/role_of_green_exercise_in_mental_health_promotion.2.aspx,345
Nutrition interventions to treat low muscle mass in cancer,"CM Prado, SA Purcell, A Laviano",2020,"… nutrition in preventing and reversing low MM in cancer. It also provides a narrative review 
of relevant nutritional interventions for patients capable of oral intake. The impact of nutrition …",https://onlinelibrary.wiley.com/doi/abs/10.1002/jcsm.12525,335
"Nutrition, IBD and gut microbiota: a review","MC Mentella, F Scaldaferri, M Pizzoferrato",2020,"… nutrition, microbiome and inflammatory bowel diseases. In particular, we focused on various 
nutritional … 10 years of literature focused on nutritional approaches, microbiome and IBD. …",https://www.mdpi.com/2072-6643/12/4/944,325
The importance of nutrient management for potato production Part I: Plant nutrition and yield,"M Koch, M Naumann, E Pawelzik, A Gransee, H Thiel",2020,"As part of a successful agronomic strategy, adequate nutrient management of the potato crop 
is essential throughout the whole growth period. In this review, the importance of balanced …",https://link.springer.com/article/10.1007/s11540-019-09431-2,309
[HTML][HTML] Nutrition support in the time of SARS-CoV-2 (COVID-19),"A Laviano, A Koverech, M Zanetti",2020,"Nutrition is a key determinant of health [1]. More importantly, nutrition is part of the treatment … 
-19 indirectly highlights the relevance of nutrition in possibly determining their outcomes. …",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7132492/,308
ESPEN guideline on clinical nutrition in acute and chronic pancreatitis,"M Arvanitakis, J Ockenga, M Bezmarevic, L Gianotti",2020,"… pancreatitis) AND (nutritional status OR nutritional assessment OR nutritional screening OR 
… OR enteral nutrition OR tube feeding OR parenteral nutrition OR intravenous nutrition OR …",https://www.sciencedirect.com/science/article/pii/S0261561420300091,302
ESPEN guideline on home parenteral nutrition,"L Pironi, K Boeykens, F Bozzetti, F Joly, S Klek, S Lal",2020,"… Parenteral nutrition (PN) is a type of medical nutrition therapy provided through the … 
nutritional needs in entirety, and as supplemental (partial or complementary) PN, where nutrition is …",https://www.sciencedirect.com/science/article/pii/S0261561420301084,294
COVID‐19 and maternal and child food and nutrition insecurity: a complex syndemic,"R Pérez‐Escamilla, K Cunningham",2020,"… on reconfiguring the current ineffective food, nutrition, health, and social protection systems 
to ensure food and nutrition security for all. Because food, nutrition, health, and socio‐…",https://onlinelibrary.wiley.com/doi/abs/10.1111/mcn.13036,275
Nutrition therapy in critically ill patients with coronavirus disease 2019,"R Martindale, JJ Patel, B Taylor",2020,"… requires artificial nutrition therapy through the enteral and/or parenteral route. The nutrition 
… However, because of the limited evidence specifically regarding nutrition therapy in patients …",https://aspenjournals.onlinelibrary.wiley.com/doi/abs/10.1002/jpen.1930,262
Influence of diet and nutrition on prostate cancer,"M Matsushita, K Fujita, N Nonomura",2020,"The incidence of prostate cancer (PCa) displays widespread regional differences, probably 
owing to differences in dietary habits. Nutrients, including fat, protein, carbohydrates, …",https://www.mdpi.com/1422-0067/21/4/1447,226
The effects of dietary nutrition on sleep and sleep disorders,"M Zhao, H Tuo, S Wang, L Zhao",2020,"… nutrition. Thus, this review summarized the knowledge on the nutritional components on … 
with more preferential focus on those studies with clinical interventions and refined nutrition. …",https://onlinelibrary.wiley.com/doi/abs/10.1155/2020/3142874,218
"The ongoing nutrition transition thwarts long-term targets for food security, public health and environmental protection","BL Bodirsky, JP Dietrich, E Martinelli, A Stenstad",2020,"… The nutrition transition transforms food systems globally and … -looking assessment of a 
continued nutrition transition and its … a coordinated redirection of the nutrition transition. Reducing …",https://www.nature.com/articles/s41598-020-75213-3,206
