title,authors,year,description,url,citations
"The linkages between natural resources, human capital, globalization, economic growth, financial development, and ecological footprint: The moderating role of …","A Jahanger, M Usman, M Murshed, H Mahmood",2022,"… growth whereby the ecological footprint figures are aimed to be contained alongside higher 
economic growth… consumption, globalization, economic growth, human capital development, …",https://www.sciencedirect.com/science/article/pii/S0301420722000204,670
Contribution of Lampung Coffee Commodity To the Economic Improvement of Lampung Province,"W Aprianto, U Syaipudin",2022,"… more and more types of economic goods to its population. … ) components: first,the economic 
growth of a nation is seen … factor in economic growth that determines the degree of growth in …",http://jurnal.peradabanpublishing.com/index.php/PJEB/article/view/5,456
Does urbanization redefine the environmental Kuznets curve? An empirical analysis of 134 Countries,"Q Wang, X Wang, R Li",2022,"… The purpose of this article is to explore the impact of urbanization on the coupling of 
economic growth and environmental quality. The traditional environmental Kuznets curve (EKC) …",https://www.sciencedirect.com/science/article/pii/S2210670721006557,438
[BOOK][B] The Japanese Economy,D Flath,2022,"… modern economic thought. More specifically, Solow’s model of a growing economy correctly 
… youthful demographic profile and rapid economic growth would cause an enlarged national …",https://books.google.com/books?hl=en&lr=&id=BGxvEAAAQBAJ&oi=fnd&pg=PP1&dq=economic+growth&ots=Fm3Mmds_14&sig=GKajM6Ck08U-1Zzbe4Zb3WwPnck,403
Higher education and economic growth: A longitudinal study of European regions 2000–2017,"T Agasisti, A Bertoletti",2022,"… on the main assumption that economic growth is endogenously generated, new growth 
theory states that human capital has a crucial role in increasing a nation's economic growth rate. …",https://www.sciencedirect.com/science/article/pii/S0038012119306809,180
"Dynamic impacts of economic growth, renewable energy use, urbanization, industrialization, tourism, agriculture, and forests on carbon emissions in Turkey","A Raihan, A Tuspekova",2022,"… The current study explored the link between economic growth and environmental damage 
in Turkey. The results revealed that economic growth causes environmental degradation by …",https://link.springer.com/article/10.1007/s44246-022-00019-z,167
"[HTML][HTML] Renewable energy consumption, environmental degradation and economic growth: the greener the richer?","C Magazzino, P Toma, G Fusco, D Valente",2022,"… economic growth. The contributions of this study are the simultaneous analysis of economic 
growth, … economic development. This is an important factor because in general, in countries …",https://www.sciencedirect.com/science/article/pii/S1470160X22003831,139
"How do renewable energy, economic growth and natural resources rent affect environmental sustainability in a globalized economy? Evidence from Colombia based …","AA Awosusi, MN Mata, Z Ahmed, MF Coelho",2022,"… that globalization, natural resource rent, and economic growth Granger cause CO 2 emissions. 
The … energy investment to mitigate environmental damage caused by economic growth. …",https://www.frontiersin.org/articles/10.3389/fenrg.2021.739721/full,135
COVID-19 social distancing measures and economic growth: Distinguishing short-and long-term effects,"BN Ashraf, JW Goodell",2022,"… To analyze the relationship between social distancing measures and economic growth, we 
estimate following pooled panel ordinary least squares model.(1) G r o s s D o m e s t i c P r o …",https://www.sciencedirect.com/science/article/pii/S1544612321005742,96
Economic Freedom of the World-2021 Annual Report,"J Gwartney, R Lawson, J Hall",2021,"… lished in Economic Freedom of the World to examine the impact of economic freedom on 
investment, economic growth, … with economic freedom have higher investment rates, more rapid …",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3924422,1779
The economics of development,"EW Nafziger, JC Yoder",2021,"… I conduct research on entrepreneurship, class and caste, the debt crisis, comparative economic 
growth, hunger and displacement, the economics of political violence, India’s information …",https://www.taylorfrancis.com/chapters/edit/10.4324/9781003058281-12/economics-development-wayne-nafziger-john-yoder,774
Digitalization and energy: How does internet development affect China's energy consumption?,"S Ren, Y Hao, L Xu, H Wu, N Ba",2021,"… consumption scale through economic growth. The relationship … consumption structure through 
economic growth, R&D investment, … consumption intensity through economic growth, R&D …",https://www.sciencedirect.com/science/article/pii/S0140988321001250,746
Public spending and green economic growth in BRI region: mediating role of green finance,"D Zhang, M Mohsin, AK Rasheed, Y Chang",2021,"… green economic growth and energy efficiency. The study found a fluctuating green economic 
growth … technologies prompts a sustainable green economy through labour and technology-…",https://www.sciencedirect.com/science/article/pii/S0301421521001257,715
"Aid, China, and growth: Evidence from a new global development finance dataset","A Dreher, A Fuchs, B Parks, A Strange",2021,"… To identify whether and how Chinese development finance affects economic growth, we 
employ instrumental variables (IV) that exploit year-to-year changes in the supply of Chinese …",https://www.aeaweb.org/articles?id=10.1257/pol.20180631,697
The effects of trade openness on decoupling carbon emissions from economic growth–evidence from 182 countries,"Q Wang, F Zhang",2021,"… indicates that economic growth does not depend on the growth of carbon emissions. To 
accurately understand the relationship between carbon emissions and economic growth, an …",https://www.sciencedirect.com/science/article/pii/S095965262033883X,569
Assessing the impact of transition from nonrenewable to renewable energy consumption on economic growth-environmental nexus from developing Asian economies,"M Mohsin, HW Kamran, MA Nawaz, MS Hussain",2021,"… This work analyzes the effects of economic growth and energy … Findings show a positive 
correlation between economic growth … Economic growth and renewable energy are positively …",https://www.sciencedirect.com/science/article/pii/S030147972100061X,549
"Per-capita carbon emissions in 147 countries: the effect of economic, energy, social, and trade structural changes","R Li, Q Wang, Y Liu, R Jiang",2021,"… and economy, while considering the effects of economic growth … global level, economic 
growth and economic structure were … Secondly, while considering economic growth and energy …",https://www.sciencedirect.com/science/article/pii/S2352550921000695,541
The mitigating effects of economic complexity and renewable energy on carbon emissions in developed countries,"B Doğan, OM Driha",2021,"… Under the growing threats of climate change, innovation and pollution reduction have become 
driving forces for cleaner economic growth and the environment. This study endeavors to …",https://onlinelibrary.wiley.com/doi/abs/10.1002/sd.2125,468
"Does financial inclusion, renewable and non-renewable energy utilization accelerate ecological footprints and economic growth? Fresh evidence from 15 highest …","M Usman, MSA Makhdum, R Kousar",2021,"… of ecological footprint and economic growth to explore the … level and boost the economic 
growth during the period from … environmental degradation, while economic growth and non-…",https://www.sciencedirect.com/science/article/pii/S2210670720308088,457
"ICT diffusion, financial development, and economic growth: An international cross-country analysis","CY Cheng, MS Chien, CC Lee",2021,"… economic growth by considering the interlinkage of finance and ICT. To capture the generalized 
effect of financial development on economic growth, … unfavorable for economic growth, …",https://www.sciencedirect.com/science/article/pii/S0264999319306480,439
A green new deal without growth?,"R Mastini, G Kallis, J Hickel",2021,"… Some see economic growth as crucial to financing this transition, and claim that the … of 
economic growth. Some GND advocates maintain that investments in renewable energy will grow …",https://www.sciencedirect.com/science/article/pii/S0921800919319615,422
Determinants of renewable energy consumption: Importance of democratic institutions,"C Chen, M Pinar, T Stengos",2021,"… The findings of this paper suggest that democratic institutions are vital in channelling 
economic resources (economic growth) to renewable energy, and increased trade openness is …",https://www.sciencedirect.com/science/article/pii/S0960148121010351,222
The dynamics effect of green technology innovation on economic growth and CO2 emission in Singapore: new evidence from bootstrap ARDL approach,"T Meirun, LWW Mihardjo, M Haseeb, SAR Khan",2021,"… economic growth whereby stating it a stimulating factor which has the tendency to excel the 
economic growth… in R&D determines the level of economic growth as the USA, Japan, China, …",https://link.springer.com/article/10.1007/s11356-020-10760-w,205
"Pathway to environmental sustainability: nexus between economic growth, energy consumption, CO2 emission, oil rent and total natural resources rent in Saudi …","MO Agboola, FV Bekun, U Joshua",2021,"… seen between energy consumption and economic growth while one-way … economic progress 
in Saudi Arabia. However, given increase, energy consumption increases economic growth …",https://www.sciencedirect.com/science/article/pii/S0301420721003895,189
"[PDF][PDF] Human or physical capital, which influences sustainable economic growth most? A study on Bangladesh","SS Pomi, SM Sarkar, BK Dhar",2021,"… the economic growth of Bangladesh. As a response to analyzing mechanisms of economic 
growth … human capital, material capital, and economic growth in Bangladesh with the use of a …",https://www.researchgate.net/profile/Bablu-Dhar/publication/355480231_Human_or_Physical_Capital_Which_Influences_Sustainable_Economic_Growth_Most_A_Study_on_Bangladesh/links/61735c85a767a03c149a6ed5/Human-or-Physical-Capital-Which-Influences-Sustainable-Economic-Growth-Most-A-Study-on-Bangladesh.pdf,172
"The relationship between tax revenue, government expenditure, and economic growth in G7 countries: new evidence from time and frequency domain approaches","T Gurdal, M Aydin, V Inal",2021,"… (2012), in neoclassical economic growth models, taxes affect economic growth … growth in 
the long term. Meanwhile, in the Keynesian growth model, the effect of tax on economic growth …",https://link.springer.com/article/10.1007/s10644-020-09280-x,168
"[HTML][HTML] Decoupling water environment pressures from economic growth in the Yangtze River Economic Belt, China","Y Zhang, M Sun, R Yang, X Li, L Zhang, M Li",2021,"… water environment pressure and economic growth of the Yangtze River Economic Belt have 
… ), with sustained economic growth and a gradual decrease in the growth rate of wastewater …",https://www.sciencedirect.com/science/article/pii/S1470160X20312565,152
The effect of energy resources on economic growth and carbon emissions: A way forward to carbon neutrality in an emerging economy,"K Hu, C Raghutla, KR Chittedi, R Zhang",2021,"… Past literature has closely studied economic growth concerning fossil fuel burns and CO 2 
emissions. Firstly, it primarily focuses on the impact of economic growth and fossil fuel energy …",https://www.sciencedirect.com/science/article/pii/S0301479721015103,124
"Air pollutants, economic growth and public health: implications for sustainable development in OECD countries","G Mujtaba, SJH Shahzad",2021,"… and economic growth. Moreover, most studies use GDP as a proxy for economic growth; 
current … used as proxies for economic growth in the literature, and the current study fills this gap. …",https://link.springer.com/article/10.1007/s11356-020-11212-1,116
The impact of natural resources and gross capital formation on economic growth in the context of globalization: evidence from developing countries on the continent of …,"A Aslan, B Altinoz",2021,"… Firstly, a number of researches explored the links between economic growth and energy 
consumption and/or economic growth and gross capital formation. Despite the abundance of …",https://link.springer.com/article/10.1007/s11356-021-12979-7,115
Resource curse and green economic growth,"Z Cheng, X Li, M Wang",2021,"… , the plan can significantly promote green economic growth in resource-based cities and … 
economic growth. The study shows that the plan significantly improves the green economic …",https://www.sciencedirect.com/science/article/pii/S0301420721003354,115
"Mining industry impact on environmental sustainability, economic growth, social interaction, and public health: an application of semi-quantitative mathematical …","M Mohsin, Q Zhu, S Naseem, M Sarfraz, L Ivascu",2021,"… The mining industry plays a significant role in economic growth and development. Coal is 
a … Although coal is an energy source and contributes to economic development, it puts …",https://www.mdpi.com/2227-9717/9/6/972,110
"Impact of oil prices, energy consumption and economic growth on the inflation rate in Malaysia","M Talha, M Sohail, R Tariq",2021,"… , economic growth, and inflation rate. It investigated how oil prices, energy consumption, and 
economic growth … energy consumption enhances the economic growth and also improves …",https://dialnet.unirioja.es/servlet/articulo?codigo=7856130,108
Nuclear energy consumption and economic growth in the UK: evidence from wavelet coherence approach,"D Kirikkaleli, FF Adedoyin, FV Bekun",2021,"… consumption and economic growth. However, green economic growth is a path of economic 
growth which is … It is an alternative to typical industrial growth. The driving factors of green …",https://onlinelibrary.wiley.com/doi/abs/10.1002/pa.2130,104
"Labor force and economic growth based on demographic pressures, happiness, and human development: Empirical from Romania","A Wijaya, J Kasuma, DC Darma",2021,"… Female labor force participation rate and economic growth in the framework of Kuznets Curve: 
Evidence from Turkey. Review of Economic and Business Studies, 10(1), 33-54. DOI: https…",http://ieeca.org/journal/index.php/JEECAR/article/view/571,103
Economic growth and corruption in emerging markets: does economic freedom matter?,"LK Malanski, ACS Póvoa",2021,"… economic growth for different levels of economic freedom. The effects of corruption on the 
economy, which can increase or decrease growth, … The results showed that economic freedom …",https://www.sciencedirect.com/science/article/pii/S2110701721000123,98
"Does regional integration matter for sustainable economic growth? Fostering the role of FDI, trade openness, IT exports, and capital formation in BRI countries","M Zaman, C Pinglu, SI Hussain, A Ullah, N Qian",2021,"… a substantial positive impact on economic growth, whereas IT … FDI has boosted the economic 
growth in countries while trade … in industrialization and encourage exports based growth. …",https://www.cell.com/heliyon/fulltext/S2405-8440(21)02662-1,94
[HTML][HTML] Energy consumption and economic growth in Italy: A wavelet analysis,"C Magazzino, M Mutascu, M Mele, SA Sarkodie",2021,"… and economic development. We observe that the causal flow from economic growth to energy 
… from energy use to growth declines. Therefore, the influence of energy consumption on …",https://www.sciencedirect.com/science/article/pii/S2352484721001748,92
Is higher economic growth possible through better institutional quality and a lower carbon footprint? Evidence from developing countries,"M Nair, MB Arvin, RP Pradhan, S Bahmani",2021,"… economic growth to CO2 emissions (economic growth - driven CO2 emission hypothesis), 
which suggests that economic growth … that much of the economic development in developing …",https://www.sciencedirect.com/science/article/pii/S0960148120317997,91
"The asymmetric associations between foreign direct investment inflows, terrorism, CO2 emissions, and economic growth: a tale of two shocks","MZ Chishti, Z Ahmed, M Murshed",2021,"… human life, FDI inflows, economic growth, and, most importantly, … , controlling for energy 
consumption and economic growth within the model, … Energy consumption and economic growth …",https://link.springer.com/article/10.1007/s11356-021-15188-4,82
Is green growth possible?,"J Hickel, G Kallis",2020,"… does not support green growth theory. Examining relevant … scale against a background of 
continued economic growth, and (2) … We conclude that green growth is likely to be a misguided …",https://www.tandfonline.com/doi/abs/10.1080/13563467.2019.1598964,2275
On the road: Access to transportation infrastructure and economic growth in China,"A Banerjee, E Duflo, N Qian",2020,"… Transportation infrastructure is often mentioned as a key to promoting growth and … , such as 
railroads, coincided with periods of rapid economic growth in Western Europe, Japan and the …",https://www.sciencedirect.com/science/article/pii/S0304387820300171,1754
"Moving towards a sustainable environment: the dynamic linkage between natural resources, human capital, urbanization, economic growth, and ecological footprint in …","Z Ahmed, MM Asghar, MN Malik, K Nawaz",2020,"… economic growth is a controversial subject with different arguments. Some scholars argue 
that natural resources promote economic growth … reduces long-run growth on account of their …",https://www.sciencedirect.com/science/article/pii/S0301420720300830,1104
"… , non-renewable energy consumption, economic growth, trade openness and ecological footprint: Evidence from organisation for economic Co-operation and …","MA Destek, A Sinha",2020,"… Now, when we consider the impact of economic growth on … by the parties involved in an 
economic process, and at the … the biocapacity necessary for an economic system to operate, …",https://www.sciencedirect.com/science/article/pii/S0959652619334079,1046
Digitalization and energy consumption. Does ICT reduce energy demand?,"S Lange, J Pohl, T Santarius",2020,"… environmental and ecological economics on whether economic growth can be … The literature 
on decoupling economic growth and … Economic growth combined with reductions in energy …",https://www.sciencedirect.com/science/article/pii/S0921800919320622,992
[BOOK][B] Technology and American economic growth,N Rosenberg,2020,"… economic growth takes place would require that we sort out the relative importance of these 
separate sources of growth. … subtle aspects of the process of economic change concern the …",https://www.taylorfrancis.com/books/mono/10.4324/9781315496573/technology-american-economic-growth-nathan-rosenberg,812
"The dynamic impact of natural resources, technological innovations and economic growth on ecological footprint: an advanced panel data estimation","M Ahmad, P Jiang, A Majeed, M Umar, Z Khan",2020,"… , and economic growth. In the long run, natural resources and economic growth increase 
and … Furthermore, the quadric term for economic growth showed a negative impact on the …",https://www.sciencedirect.com/science/article/pii/S0301420720308497,692
Digitalization and economic growth: A comparative analysis of Sub-Saharan Africa and OECD economies,"G Myovella, M Karacuka, J Haucap",2020,"… economic growth of Sub Saharan Africa (SSA) in comparison with the Organization for Economic 
… assumed to have played significant roles in economic activity, including accessibility of …",https://www.sciencedirect.com/science/article/pii/S0308596119302290,692
Small and medium-sized enterprises (SMEs): The engine of economic growth through investments and innovation,"ȘC Gherghina, MA Botezatu, A Hosszu",2020,"… creation, poverty alleviation and economic growth, but they … and innovation on territorial 
economic growth, as measured … micro-units on territorial economic growth. The empirical findings …",https://www.mdpi.com/2071-1050/12/1/347,672
Impact of COVID-19's Pandemic on the Economy of Indonesia,"S Susilawati, R Falefi, A Purwoko",2020,"… on the world's economic growth in the future including Indonesia's economic growth. The … 
This was done to reduce the pressure on Indonesia's economic growth due to the pandemic …",https://bircu-journal.com/index.php/birci/article/view/954,659
[BOOK][B] Global economic effects of COVID-19: In brief,"JK Jackson, MA Weiss, AB Schwarzenberg, RM Nelson",2020,"… impacting global economic growth.The virus is affecting a broad swath of economic activities, 
from … Without a clear understanding of when the effects may peak economic forecasts must …",https://www.everycrsreport.com/files/20200313_R46270_14d1cbe22a876a66147960da61e6f6bc39548dc6.pdf,614
"The relationship between energy consumption, economic growth and carbon dioxide emissions in Pakistan","MK Khan, MI Khan, M Rehan",2020,"… -renewable energy consumptions for economic growth but the … between energy consumption, 
economic growth and CO 2 … energy consumption and economic growth increase the CO2 …",https://link.springer.com/article/10.1186/s40854-019-0162-0,611
The impact of renewable energy on carbon emissions and economic growth in 15 major renewable energy-consuming countries,"K Saidi, A Omri",2020,"… growth and environmental functions to demonstrate the effectiveness of renewable energy 
in promoting economic growth … energy in increasing economic growth and reducing carbon …",https://www.sciencedirect.com/science/article/pii/S0013935120304606,583
Renewable and non-renewable energy consumption-economic growth nexus: new evidence from South Asia,"MM Rahman, E Velayutham",2020,"… and economic growth … economic growth. Ceteris paribus, a 1% increase in renewable 
energy consumption, non-renewable energy consumption and capital increased economic growth …",https://www.sciencedirect.com/science/article/pii/S0960148119313370,582
The effect of renewable energy consumption on economic growth: Evidence from the renewable energy country attractive index,"M Shahbaz, C Raghutla, KR Chittedi, Z Jiao, XV Vo",2020,"… between renewable energy consumption and economic growth. Further, we … on economic 
growth, particularly, renewable energy consumption has a positive impact on economic growth …",https://www.sciencedirect.com/science/article/pii/S036054422031269X,580
[BOOK][B] Economics,"NG Mankiw, MP Taylor",2020,"… of economic growth 467 Causes of growth 471 Endogenous growth theory 475 
Economic growth and public policy 476 Conclusion: The importance of long-run growth 481 …",https://thuvienso.hoasen.edu.vn/handle/123456789/11992,578
"[CITATION][C] Global economic prospects, June 2020",World Bank,2020,,No URL,564
"The nexus between urbanization, renewable energy, trade, and ecological footprint in ASEAN countries","S Nathaniel, SAR Khan",2020,"… As such this study explores the influence of renewable and non-renewable energy 
consumption, economic growth, and urbanization on a more reliable environmental indicator (…",https://www.sciencedirect.com/science/article/pii/S0959652620327566,554
"Modelling coal rent, economic growth and CO2 emissions: does regulatory quality matter in BRICS economies?","FF Adedoyin, MI Gumede, FV Bekun",2020,"… economic growth. This is the motivation for the present study to consider the interaction between 
economic growth, … This suggest that in line with the drive for growth by BRICS countries, …",https://www.sciencedirect.com/science/article/pii/S0048969719362801,540
The impact of economic structure to the environmental Kuznets curve (EKC) hypothesis: evidence from European countries,"E Dogan, R Inglesi",2020,"… The main finding of the study is that the overall economic growth is the factor with which CO 
2 emissions exhibit an inverted U-shaped relationship in the studied country group. On the …",https://link.springer.com/article/10.1007/s11356-020-07878-2,511
"The impacts of economic growth, trade openness and technological progress on renewable energy use in organization for economic co-operation and development …","MM Alam, MW Murad",2020,"… and economic growth and that renewable energy use exerts a positive impact on economic 
growth… have a significant impact on economic growth in the Balkan and Black Sea Countries. …",https://www.sciencedirect.com/science/article/pii/S0960148119308778,492
"Measuring the impact of renewable energy, public health expenditure, logistics, and environmental performance on sustainable economic growth","SAR Khan, Y Zhang, A Kumar",2020,"… improve human health and economic growth. The results also … performance undermine 
economic growth in low efficiency … Economic growth ECO Economy growth measured by trade …",https://onlinelibrary.wiley.com/doi/abs/10.1002/sd.2034,478
[HTML][HTML] The role of non-renewable energy consumption in economic growth and carbon emission: Evidence from oil producing economies in Africa,"OB Awodumi, AO Adewuyi",2020,"… in economic growth and carbon emission among African oil producing economies 
towards achieving sustainable growth (the twin objectives of sustained economic growth and …",https://www.sciencedirect.com/science/article/pii/S2211467X19301270,440
Circular economy innovation and environmental sustainability impact on economic growth: An integrated model for sustainable development,"E Hysa, A Kruja, NU Rehman, R Laurenti",2020,"… economy (CE) indicators (environmental–social–economic) are significant to economic growth. 
… to identify the circular economy’s impact on the economic growth of European countries. …",https://www.mdpi.com/2071-1050/12/12/4831,434
"CO2 emissions, energy consumption and economic growth in the ASEAN-5 countries: A cross-sectional dependence approach","Q Munir, HH Lean, R Smyth",2020,"… and that reducing EC is harmful to growth; however, if GDP … economic growth contributes 
to CO2 and that these countries should develop policies to reduce the harmful effects of growth, …",https://www.sciencedirect.com/science/article/pii/S0140988319303664,414
Renewable energy consumption and economic growth nexus: Evidence from a threshold model,"C Chen, M Pinar, T Stengos",2020,"… economic growth in developed countries and a positive and significant effect on economic 
growth in … for developing countries to realize positive economic growth from their investment to …",https://www.sciencedirect.com/science/article/pii/S0301421520300537,408
"Energy consumption, economic growth and environmental degradation in OECD countries","B Ozcan, PG Tzeremes, NG Tzeremes",2020,"… energy consumption, economic growth and environmental … –2014, we find that economic 
growth and energy consumption … highlight that countries' economic development path and their …",https://www.sciencedirect.com/science/article/pii/S0264999318313245,391
Air transport and economic growth: a review of the impact mechanism and causal relationships,"F Zhang, DJ Graham",2020,"… from air transport to economic growth. Especially … that economic growth causally leads to 
air traffic increment. Based on the fundamental links between air transport and economic growth…",https://www.tandfonline.com/doi/abs/10.1080/01441647.2020.1738587,235
"The impact of remittances on economic growth in Bangladesh, India, Pakistan and Sri Lanka",SR Sutradhar,2020,"… of workers’ remittances on economic growth of four South … economic growth in Bangladesh, 
Pakistan and Sri Lanka. Conversely, remittances have a positive impact on economic growth …",https://link.springer.com/article/10.1007/s42495-020-00034-1,223
"The dynamics among entrepreneurship, innovation, and economic growth in the Eurozone countries","RP Pradhan, MB Arvin, M Nair, SE Bennett",2020,"… purported to be key drivers of economic growth. The main purpose of … , innovation, and 
economic growth for a sample of the … and innovation stimulate economic growth. In the short run, …",https://www.sciencedirect.com/science/article/pii/S0161893820300119,220
"Role of natural resource abundance, international trade and financial development in the economic development of selected countries","T Redmond, MA Nasir",2020,"… As such, this literature review covers the relationship between economic growth and each 
of the five variables of economic development being investigated in this research: natural …",https://www.sciencedirect.com/science/article/pii/S030142071930950X,201
"The role of tourism, transportation and globalization in testing environmental Kuznets curve in Malaysia: new insights from quantile ARDL approach","A Sharif, S Afshan, S Chrea, A Amel",2020,"… The results of this study suggest that ecotourism is beneficial for economic growth in 
underdeveloped areas; it increases employment opportunities and, thus, achieves a win-win …",https://link.springer.com/article/10.1007/s11356-020-08782-5,185
The informal sector and economic growth of South Africa and Nigeria: A comparative systematic review,"E Etim, O Daramola",2020,"… This paper assesses the contributions of the informal economy to the economic growth of 
South Africa and Nigeria through a systematic review of papers that have been published in …",https://www.mdpi.com/2199-8531/6/4/134,184
Do drivers of CO2 emission growth alter overtime and by the stage of economic development?,"K Dong, G Hochman, GR Timilsina",2020,"… The analysis shows that economic growth is the main driver … This helps pin down the most 
important economic factors that … While economic growth is the primary driver of CO 2 growth in …",https://www.sciencedirect.com/science/article/pii/S0301421520301737,175
The effect of exchange rate volatility on economic growth: Case of the CEE countries,"F Morina, E Hysa, U Ergün, M Panait",2020,"… and the real economy of each country. … economic growth in the Central and Eastern European 
countries. Additionally, the effect, through three channels of influence on economic growth …",https://www.mdpi.com/1911-8074/13/8/177,171
Public expenditure and economic growth: Evidence from the developing countries,"D Ahuja, D Pandit",2020,"… public expenditure and economic growth using more copious panel … economic growth and 
government expenditure where the causation runs between public spending and GDP growth. …",https://journals.sagepub.com/doi/abs/10.1177/2319714520938901,165
[HTML][HTML] IPCC baseline scenarios have over-projected CO2 emissions and economic growth,"MG Burgess, J Ritchie, J Shapland",2020,"… Future economic growth is … GDP growth will catch up to baselines before mid-century. Some 
experts hypothesize high enough economic growth rates to allow per-capita GDP growth to …",https://iopscience.iop.org/article/10.1088/1748-9326/abcdd2?ref=warp-news,152
"A disaggregated-level analysis of the relationship among energy production, energy consumption and economic growth: Evidence from China","ZU Rahman, SI Khattak, M Ahmad, A Khan",2020,"… consumption and economic growth has been well-studied in the energy economics. Most of 
… the energy use-economic growth and electricity use-economic growth relationship remains …",https://www.sciencedirect.com/science/article/pii/S0360544219325319,132
"Economic growth, financial development, and income inequality in BRICS countries: does Kuznets' inverted U-shaped curve exist?","M Younsi, M Bechtini",2020,"… This paper aims to examine the causal relationships between economic growth, … economic 
growth and income inequality linkage. We find that the linear term of per capita GDP growth …",https://link.springer.com/article/10.1007/s13132-018-0569-2,120
[BOOK][B] EIB Working Papers 2020/02-Impact of FDI on economic growth: The role of country income levels and institutional strength (Volume 2020/2),"T Baiashvili, L Gattini",2020,"… its impact on economic growth, controlling for other potential determinants of growth. The … 
empirical analysis is economic growth, defined as real GDP per capita growth. Foreign direct …",https://library.oapen.org/handle/20.500.12657/43430,117
The Effect of Renewable and Nuclear Energy Consumption on Decoupling Economic Growth from CO2 Emissions in Spain,"M Piłatowska, A Geise, A Włodarczyk",2020,"… Our analysis reveals that economic growth and CO 2 emissions … economic growth, but 
unidirectional positive causality running from renewable energy consumption to economic growth …",https://www.mdpi.com/1996-1073/13/9/2124,110
Institutional quality and economic growth: Panel ARDL analysis for selected developing economies of Asia,"N Asghar, DS Qureshi, M Nadeem",2020,"… institutional quality has positive impact on economic growth. The results of panel causality … 
quality to economic growth. The study stresses that for increasing economic growth there is a …",https://journals.pu.edu.pk/journals/index.php/IJSAS/article/view/3028,108
"Environmental taxes, reforms and economic growth: an empirical analysis of panel data","M Hassan, W Oueslati, D Rousselière",2020,"… related tax revenues and the economic growth rate, we built a complete empirical growth 
model that controls the main drivers of economic growth according to the empirical and …",https://www.sciencedirect.com/science/article/pii/S093936251830400X,108
Examining the linkages between electricity consumption and economic growth in African economies,"AI Lawal, I Ozturk, IO Olanipekun, AJ Asaleye",2020,"… economic activities, increasing industrialization and urbanization. This connection between 
economic growth and electricity implies that as economic … indicator of economic growth. This …",https://www.sciencedirect.com/science/article/pii/S0360544220314705,100
